url;surface;price;firstPubDate;isPro;travelTime;energyGrade;gesGrade
https://www.leboncoin.fr/ventes_immobilieres/1474663115.htm/;57.0;179000.0;Thu Dec 13 10:10:28 CET 2018;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1528009457.htm/;180.0;425000.0;Thu Nov 22 20:18:34 CET 2018;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1538413211.htm/;80.0;179000.0;Wed Dec 12 18:53:44 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1538298710.htm/;72.0;122000.0;Wed Dec 12 15:19:35 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1538104808.htm/;130.0;435000.0;Wed Dec 12 07:36:10 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1537872264.htm/;80.0;163000.0;Tue Dec 11 15:33:03 CET 2018;false;0.0;C;D
https://www.leboncoin.fr/ventes_immobilieres/1537738127.htm/;285.0;1100000.0;Tue Dec 11 10:57:07 CET 2018;false;0.0;V;V
https://www.leboncoin.fr/ventes_immobilieres/1537402063.htm/;48.0;115000.0;Mon Dec 10 15:53:13 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1504729977.htm/;40.0;125000.0;Sun Dec 09 16:15:59 CET 2018;false;0.0;V;V
https://www.leboncoin.fr/ventes_immobilieres/1536819332.htm/;80.0;249500.0;Sun Dec 09 15:51:38 CET 2018;false;0.0;D;C
https://www.leboncoin.fr/ventes_immobilieres/1502889295.htm/;98.0;160000.0;Sun Dec 09 15:25:30 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1536762255.htm/;75.0;195000.0;Sun Dec 09 14:44:16 CET 2018;false;0.0;B;B
https://www.leboncoin.fr/ventes_immobilieres/1536705957.htm/;143.0;479000.0;Sun Dec 09 13:25:08 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1536355831.htm/;64.0;169900.0;Sat Dec 08 18:16:59 CET 2018;false;0.0;V;V
https://www.leboncoin.fr/ventes_immobilieres/1535861677.htm/;66.0;194800.0;Fri Dec 07 19:34:39 CET 2018;false;0.0;D;B
https://www.leboncoin.fr/ventes_immobilieres/1535834968.htm/;45.0;143000.0;Fri Dec 07 18:40:38 CET 2018;false;0.0;E;F
https://www.leboncoin.fr/ventes_immobilieres/1535269234.htm/;22.0;40000.0;Thu Dec 06 15:20:00 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1535141006.htm/;249.0;520000.0;Thu Dec 06 10:44:51 CET 2018;false;0.0;D;E
https://www.leboncoin.fr/ventes_immobilieres/1534858043.htm/;60.0;160000.0;Wed Dec 05 17:03:31 CET 2018;false;0.0;E;C
https://www.leboncoin.fr/ventes_immobilieres/1534791107.htm/;65.0;95000.0;Wed Dec 05 15:02:04 CET 2018;false;0.0;N;N
https://www.leboncoin.fr/ventes_immobilieres/1534179798.htm/;55.0;139000.0;Wed Dec 05 10:08:03 CET 2018;false;0.0;V;V
https://www.leboncoin.fr/ventes_immobilieres/1534056469.htm/;80.0;125000.0;Mon Dec 03 22:53:03 CET 2018;false;0.0;N;N
